"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","29/1488","149/18805",0.194630872483221,2.45969997113372,5.24369865258935,4.9733005650243e-06,0.000751622766971962,0.000615118754095111,"AR/RGMA/FGFR2/SFRP1/GATA3/SOX8/VEGFC/MTHFD1L/TFAP2A/IRX1/EPB41L5/STIL/PTCH1/VANGL2/RET/GREM1/RARA/PRKACB/SULF1/PRICKLE1/IRX2/SOX11/SFRP2/CELSR1/TGFB1I1/OSR1/RDH10/FOLR1/SIX1",29
"GO:0048705","GO:0048705","skeletal system morphogenesis","39/1488","233/18805",0.167381974248927,2.11533469472518,5.02162286838996,6.36275492365737e-06,0.000933705132993952,0.000764132705044676,"COL27A1/FOXC1/FGFR2/TGFB3/SFRP1/MYCN/NAB1/MTHFD1L/TFAP2A/HOXC9/MSX2/HOXB2/GLI3/COL1A1/HOXB6/GREM1/RARA/SOX6/ZEB1/LOC102724560/COL3A1/COL13A1/CBS/HOXB3/PCGF2/CSGALNACT1/MMP2/SOX11/FOXC2/DLX5/SIX2/SFRP4/HOXB7/OSR1/RDH10/COL2A1/COL11A1/GHR/SIX1",39
"GO:0007162","GO:0007162","negative regulation of cell adhesion","48/1488","312/18805",0.153846153846154,1.94427212572374,4.93016030154232,6.50325706421001e-06,0.000933705132993952,0.000764132705044676,"ERBB2/MELTF/PPARA/FZD4/RND1/AKT1/PELI1/SPRY4/FZD7/PHLDB2/ZNF703/MIA3/CDKN2A/ABCA12/GCNT2/PIK3R1/TNC/KANK1/GLI3/POSTN/PRKG1/EPB41L5/COL1A1/APOD/RUNX3/ERBB3/MBP/SPOCK1/MUC1/FAM107A/TMEM131L/ASCL2/DUSP1/THBS1/MMP2/SERPINE1/PTK2/SEMA5A/ANGPT1/SEMA6A/MMP12/FBLN1/IDO1/PLA2G2A/EFNA5/VTCN1/SERPINE2/GBP1",48
"GO:0070482","GO:0070482","response to oxygen levels","53/1488","358/18805",0.14804469273743,1.87095460142969,4.87713094243888,6.91375914528779e-06,0.0009684321651558,0.000792552877630552,"GUCY1A2/PPARA/MYC/FZD4/FGFR2/CCNA2/AKT1/KCNMA1/TGFB3/VMA12/SFRP1/PMAIP1/UCP2/CRYAB/CPT1A/VEGFC/IRAK1/SUV39H2/POSTN/PDLIM1/COL1A1/SLC1A1/SOD2/CPEB4/PLAT/ABAT/LPAR1/LOC102724560/NOL3/EGLN3/CBS/EDNRA/ASCL2/SLC7A5/BRIP1/THBS1/NR4A2/MMP2/NDRG1/PLAU/MYB/ARNT2/FOS/FAS/MB/CYSLTR1/AQP3/TGFBR3/STC2/RYR1/SOX2/PDK3/KCNMB1",53
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","44/1488","278/18805",0.158273381294964,2.00022240272298,4.92500508375447,7.48064092680017e-06,0.00102288859149079,0.00083711934180859,"XBP1/PPARA/FAM110C/CHI3L1/GATA3/DIPK2A/GCNT2/F2R/NHERF1/NEDD4/CEP55/CCDC88A/RASD2/IRS2/NOX4/PRR5/PTPN13/RET/VAV3/THEM4/RASGRP1/ERBB4/ERBB3/TPBG/PHLPP1/F2RL1/DCN/FN1/NTRK2/THBS1/GDF15/PIP5K1B/PTK2/IGFBP5/SEMA5A/KIT/LOX/EGFR/ANGPT1/FERMT2/TSPYL5/MMP3/SERPINE2/IGF2",44
"GO:0048608","GO:0048608","reproductive structure development","48/1488","314/18805",0.152866242038217,1.93188822683378,4.88133606089992,7.75690028099844e-06,0.00103599717008777,0.000847847240016108,"FOXA1/AR/LFNG/FZD4/FOXC1/FGFR2/FANCA/BIK/SFRP1/GATA3/PTX3/ASPM/MSH2/SOX8/TNC/NRIP1/ALOX15B/KITLG/CRIP1/PTCH1/HMGB2/YBX3/NASP/ACVR2A/BCL2L1/TBX3/PATZ1/TLR5/RARA/GNRH1/PRLR/DHCR24/SULF1/TFAP2C/INHBB/BRIP1/SLIT2/MMP2/SFRP2/ID4/TNFSF10/SDC1/SERPINB5/KIT/SYCP2/OSR1/RDH10/SERPINE2",48
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","34/1488","193/18805",0.176165803108808,2.22634269318625,5.01977485490289,7.9675674123203e-06,0.00103994862838535,0.00085108106449785,"KIF18B/CENPF/BUB1/AURKB/PLK1/NCAPD2/PSRC1/CDC20/CDT1/TPX2/KIF23/KIF14/KIF2C/BIRC5/CDCA8/RAB11A/NDC80/NCAPH/SMC4/NUF2/MISP/RB1/SEH1L/TTK/NEK2/RANGRF/SKA1/KIF15/KIF4A/CHMP4C/DUSP1/MAD2L1/PRICKLE1/ARHGEF10",34
"GO:0016049","GO:0016049","cell growth","67/1488","492/18805",0.136178861788618,1.72099697307457,4.75035978329597,8.36875888835733e-06,0.00106331962759859,0.000870207600507293,"ERBB2/RGMA/XBP1/PPARA/FOXP1/ENPP1/MFSD2A/AKT1/ALCAM/DNPH1/MEIS1/BCL11A/SFRP1/ZNF639/FBP1/SH3BP4/PSRC1/CDKN2A/G6PD/KIF14/SLC44A4/CRYAB/TNC/SLC9A6/POSTN/PRKG1/EPB41L5/CDKN2C/RB1/CHPT1/PRR5/SYT17/SGK3/GREM1/CXCL16/NDN/IL17RB/LLPH/RGS4/SPOCK1/MAP2/FAM107A/EDNRA/FN1/PRICKLE1/S100B/SLIT2/SFRP2/CTTN/SEMA6D/IGFBP5/FLRT3/MEG3/SEMA5A/EGFR/S100A8/MAP1B/NANOS1/KRT17/TMEM108/S100A9/FGF13/DCLK1/LPAR3/SCGB3A1/EFNA5/SERPINE2",67
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","31/1488","169/18805",0.183431952662722,2.31817061143984,5.04578666463785,8.5169254517735e-06,0.00106331962759859,0.000870207600507293,"AURKB/PLK1/SPRY1/PSRC1/CDC20/TPX2/KIF23/GPSM2/PLK2/BIRC5/CDCA8/RAB11A/STMN1/NDC80/EFHC1/NDE1/STIL/NUF2/MISP/TTK/NEK2/RANGRF/CENPA/KIF15/NEK6/KIF4A/CHMP4C/MAD2L1/PRICKLE1/ARHGEF10/PAX6",31
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","48/1488","316/18805",0.151898734177215,1.91966108615762,4.83286761621512,9.23118220084977e-06,0.00112797190169107,0.000923118220084977,"ERBB2/XBP1/PPARA/FAM110C/AKT1/CHI3L1/GATA3/DIPK2A/GCNT2/F2R/PIK3R1/NHERF1/NEDD4/CEP55/CCDC88A/RASD2/IRS2/NOX4/PRR5/PTPN13/RET/VAV3/THEM4/RASGRP1/ERBB4/ERBB3/TPBG/PHLPP1/F2RL1/DCN/FN1/COL6A3/NTRK2/THBS1/GDF15/PIP5K1B/PTK2/IGFBP5/SEMA5A/KIT/LOX/EGFR/ANGPT1/FERMT2/TSPYL5/MMP3/SERPINE2/IGF2",48
"GO:0045787","GO:0045787","positive regulation of cell cycle","51/1488","344/18805",0.148255813953488,1.87362270255064,4.79364402086595,9.83446586045819e-06,0.00117665286326274,0.000962958115503198,"FOXA1/LFNG/FGFR2/AKT1/LRP6/RAD51AP1/DDX11/TFDP1/BUB1/AURKB/NCAPD2/PSRC1/PLK4/PTK6/CHEK1/CDC20/KIF23/KIF14/GPSM2/PLCG2/BIRC5/CDCA8/RAB11A/NDC80/RHNO1/MSX2/MTBP/NCAPH/PIM1/SMC4/STIL/RB1/DTL/CCNE1/TBX3/CDC7/CDC25A/RARA/SKA1/MED1/CENPV/MAD2L1/RPS6KB1/EGFR/E2F7/PRKCA/TGFA/MAGEA4/HSPA2/IGF2/PLCB1",51
"GO:0072001","GO:0072001","renal system development","50/1488","336/18805",0.148809523809524,1.88062035970302,4.77448934458154,1.07992602142505e-05,0.00122468991532771,0.00100227104336413,"MYC/TFAP2B/FOXC1/WFS1/PRKX/WWTR1/FGFR2/CENPF/ASXL1/NFIA/SFRP1/SPRY1/GATA3/HMGCS2/IFT20/ITGA3/TTC8/SOX8/TFAP2A/IRX1/GLI3/PTCH1/VANGL2/FBN1/RET/NPNT/KANK2/GREM1/ODC1/RARA/ERBB4/PLCE1/HELLS/EDNRA/SULF1/PRICKLE1/IRX2/SLIT2/LRRK2/SOX11/FOXC2/SDC1/SIX2/ANGPT1/PROM1/HOXB7/OSR1/FOXD1/RDH10/SIX1",50
"GO:0140014","GO:0140014","mitotic nuclear division","44/1488","282/18805",0.156028368794326,1.97185045374819,4.82012821905869,1.08380773161996e-05,0.00122468991532771,0.00100227104336413,"CDCA2/KIF18B/CENPF/BUB1/AURKB/UBE2S/PLK1/NCAPD2/NFIA/PSRC1/CHEK1/CDC20/CDT1/TPX2/KIF23/KIF14/KIF2C/BIRC5/CDCA8/RAB11A/NDC80/MTBP/NCAPH/NDE1/SMC4/NUF2/MISP/MKI67/RB1/SEH1L/TTK/NEK2/RANGRF/SKA1/KIF15/KIF4A/NFIB/CHMP4C/DUSP1/MAD2L1/PRICKLE1/ARHGEF10/TGFA/IGF2",44
"GO:0061458","GO:0061458","reproductive system development","48/1488","318/18805",0.150943396226415,1.9075877459931,4.78474967153911,1.09610474501751e-05,0.00122468991532771,0.00100227104336413,"FOXA1/AR/LFNG/FZD4/FOXC1/FGFR2/FANCA/BIK/SFRP1/GATA3/PTX3/ASPM/MSH2/SOX8/TNC/NRIP1/ALOX15B/KITLG/CRIP1/PTCH1/HMGB2/YBX3/NASP/ACVR2A/BCL2L1/TBX3/PATZ1/TLR5/RARA/GNRH1/PRLR/DHCR24/SULF1/TFAP2C/INHBB/BRIP1/SLIT2/MMP2/SFRP2/ID4/TNFSF10/SDC1/SERPINB5/KIT/SYCP2/OSR1/RDH10/SERPINE2",48
"GO:0072073","GO:0072073","kidney epithelium development","29/1488","155/18805",0.187096774193548,2.36448577870274,5.00018074098384,1.10889562244542e-05,0.00122468991532771,0.00100227104336413,"MYC/TFAP2B/FOXC1/WWTR1/FGFR2/ASXL1/SFRP1/SPRY1/GATA3/SOX8/IRX1/GLI3/PTCH1/RET/NPNT/KANK2/GREM1/RARA/EDNRA/IRX2/SLIT2/FOXC2/SDC1/SIX2/PROM1/HOXB7/OSR1/FOXD1/SIX1",29
"GO:0050673","GO:0050673","epithelial cell proliferation","66/1488","488/18805",0.135245901639344,1.70920643839239,4.65313514481396,1.22204579340232e-05,0.00132419037575651,0.00108370098660205,"ERBB2/AR/XBP1/DUSP10/MYC/PRKX/FGFR2/AKT1/SDR16C5/FZD7/SCARB1/SFRP1/ZNF703/GATA3/ECM1/ST8SIA1/MYCN/VEGFC/IQGAP3/PTCH1/HMGB2/IRS2/RB1/ACVR2A/BCL2L1/FAP/FERMT1/RUNX3/DACH1/ZEB1/NFIB/FA2H/NFKBIZ/VASH2/FABP7/SPARC/JCAD/SULF1/MED1/AREG/AKT3/THBS1/CDK6/GATA2/SOX11/SFRP2/DLX5/LRG1/IGFBP5/IRF6/SERPINB5/SEMA5A/KIT/EGFR/CDH3/PRKCA/MMP12/ODAM/TGFBR3/COL8A1/SOX2/OSR1/TGFA/PAX6/IGF2/SIX1",66
"GO:0014032","GO:0014032","neural crest cell development","19/1488","81/18805",0.234567901234568,2.96441490773928,5.19357817232,1.3676760711186e-05,0.00145454882896928,0.00119038472856618,"FOXC1/SOX10/SEMA3C/SOX8/KITLG/SEMA4B/NRTN/RET/ERBB4/EDNRA/FN1/CDH2/FOXC2/SEMA6D/SEMA5A/SEMA6A/RDH10/PAX6/FOLR1",19
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","32/1488","182/18805",0.175824175824176,2.22202528654142,4.85602957747116,1.51594813966341e-05,0.00156952861391073,0.00128448275907721,"SLC2A10/XBP1/PPARA/SPRED2/TGFB3/ZNF703/SPRY1/ITGA3/IL17RD/FBN1/TSC22D1/NPNT/HTRA1/FERMT1/ZEB1/TET1/HTRA3/MIR18A/THBS1/GDF15/SOX11/ASPN/PMEPA1/LRG1/CILP/DKK3/LOX/CDH3/TGFBR3/TGFB1I1/ONECUT2/FOLR1",32
"GO:0090596","GO:0090596","sensory organ morphogenesis","44/1488","286/18805",0.153846153846154,1.94427212572374,4.71695441167145,1.55403784340166e-05,0.00156952861391073,0.00128448275907721,"TFAP2B/MFSD2A/FGFR2/ZIC1/MEIS1/GATA3/KCNQ4/SLC44A4/TTC8/SOX8/POC5/NHERF1/TFAP2A/AGTPBP1/LRIG1/GLI3/FJX1/FBN1/COL5A1/SLC1A1/TBX3/COL5A2/THY1/ZEB1/MFAP5/EPHB1/SPARC/EDNRA/NTRK2/FZD5/GATA2/SOX11/THRB/DLX5/SIX2/PROM1/COL8A1/OSR1/PLS1/COL2A1/COL11A1/PAX6/SLITRK6/SIX1",44
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","21/1488","96/18805",0.21875,2.76451192876344,5.08071911841664,1.55777696313619e-05,0.00156952861391073,0.00128448275907721,"FGFR2/TGFB3/MYCN/MTHFD1L/TFAP2A/HOXC9/HOXB2/GLI3/HOXB6/ZEB1/HOXB3/PCGF2/SOX11/FOXC2/SIX2/HOXB7/OSR1/RDH10/COL2A1/COL11A1/SIX1",21
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","20/1488","89/18805",0.224719101123595,2.83994804880996,5.10016591240553,1.61970683534972e-05,0.00157790154635857,0.00129133506318741,"ITGB8/ITGA3/ITGB5/FBN1/RET/NPNT/ITGB6/FERMT1/ITGA11/ITGBL1/LYN/MUC1/ICAM1/SFRP2/FOXC2/PLAU/SERPINE1/PTK2/ITGA9/ITGA10",20
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","33/1488","191/18805",0.172774869109948,2.18348885323425,4.81893711601092,1.63523248346025e-05,0.00157790154635857,0.00129133506318741,"FOXA1/AR/MYC/FGFR2/SFRP1/SPRY1/SOX10/NTN4/SEMA3C/MYCN/SOX8/TNC/MSX2/GLI3/PTCH1/NPNT/TBX3/GREM1/EDNRA/SULF1/MED1/AREG/FZD5/SLIT2/SFRP2/FOXC2/CELSR1/SIX2/HOXB7/RSPO3/FOXD1/RDH10/SIX1",33
"GO:0051960","GO:0051960","regulation of nervous system development","62/1488","454/18805",0.136563876651982,1.72586270190896,4.58926142935454,1.64851284662223e-05,0.00157790154635857,0.00129133506318741,"RGMA/DUSP10/FZD4/AKT1/CDK18/BCL11A/ASPM/PRKCH/SOX10/KIF14/MYCN/SOX8/VEGFC/APPL2/BRAF/GLI3/SORL1/HMGB2/RB1/LDLR/TIAM2/PTPN13/RARA/CHODL/THY1/LYN/EPHB1/PRUNE1/AMIGO2/MAP2/TPBG/METRN/HOXB3/ASCL2/FN1/EPHB3/SLC7A5/NTRK2/LPIN1/SLIT2/GATA2/SOX11/SRPX2/ID4/THBS2/MYB/SEMA6D/LRP8/FLRT3/SEMA5A/KIT/EGFR/MAP1B/CYSLTR1/HEY2/DKK1/FGF13/LPAR3/EFNA5/PAX6/SERPINE2/SLITRK6",62
"GO:0046942","GO:0046942","carboxylic acid transport","52/1488","360/18805",0.144444444444444,1.8254554958184,4.63549206900589,1.691278466081e-05,0.00158324481141572,0.00129570792506598,"ABCC11/PPARA/ATP8B1/KMO/MFSD2A/ABCC3/SLC7A8/AKT1/SLC16A2/FABP5/SLCO2A1/CROT/CRABP1/UCP2/LLGL2/CLN3/CPT1A/NHERF1/SLC7A2/SLC16A1/SLC16A6/PRKG1/IRS2/SLC16A5/TTYH1/SLC43A3/KCNK1/SLC12A2/SLC1A1/RBP7/ABAT/SLC1A4/CES1/SLC16A14/RGS4/LYN/FABP7/SLC6A8/SLC26A2/NMB/SLC7A5/PLA2G4A/APBA1/NTRK2/THBS1/RPS6KB1/SLCO4A1/ABCC4/STXBP1/PLA2G2A/FOLR1/SLC6A14",52
"GO:0030850","GO:0030850","prostate gland development","14/1488","49/18805",0.285714285714286,3.6107910906298,5.36401901053715,1.7092317309381e-05,0.00158324481141572,0.00129570792506598,"FOXA1/AR/FGFR2/SFRP1/TNC/ALOX15B/CRIP1/PTCH1/RARA/PRLR/SULF1/MMP2/ID4/SERPINB5",14
"GO:0045444","GO:0045444","fat cell differentiation","40/1488","252/18805",0.158730158730159,2.00599505034989,4.7128031544925,1.78303611454397e-05,0.00161745380661069,0.00132370414262062,"XBP1/DUSP10/TFAP2B/ENPP1/WWTR1/AKT1/SREBF1/ASXL1/PEX11A/SFRP1/ADIRF/ZBTB7C/TTC8/SOX8/SOX13/MSX2/RNASEL/PIM1/RUNX1T1/TRIB3/SOD2/CDS1/TRPM4/STEAP4/C1QTNF3/CCN4/MED1/INHBB/GATA2/NR4A2/SFRP2/ID4/MMP11/LRG1/MB/KLF5/TGFB1I1/FERMT2/PLCB1/SIX1",40
"GO:0015849","GO:0015849","organic acid transport","52/1488","361/18805",0.14404432132964,1.82039883239508,4.61361484879131,1.8274862383234e-05,0.00161745380661069,0.00132370414262062,"ABCC11/PPARA/ATP8B1/KMO/MFSD2A/ABCC3/SLC7A8/AKT1/SLC16A2/FABP5/SLCO2A1/CROT/CRABP1/UCP2/LLGL2/CLN3/CPT1A/NHERF1/SLC7A2/SLC16A1/SLC16A6/PRKG1/IRS2/SLC16A5/TTYH1/SLC43A3/KCNK1/SLC12A2/SLC1A1/RBP7/ABAT/SLC1A4/CES1/SLC16A14/RGS4/LYN/FABP7/SLC6A8/SLC26A2/NMB/SLC7A5/PLA2G4A/APBA1/NTRK2/THBS1/RPS6KB1/SLCO4A1/ABCC4/STXBP1/PLA2G2A/FOLR1/SLC6A14",52
"GO:0007052","GO:0007052","mitotic spindle organization","26/1488","135/18805",0.192592592592593,2.4339406610912,4.90135504936431,1.8306546653264e-05,0.00161745380661069,0.00132370414262062,"AURKB/PLK1/PSRC1/CDC20/TPX2/KIF23/GPSM2/PLK2/BIRC5/CDCA8/RAB11A/STMN1/NDC80/EFHC1/STIL/NUF2/MISP/TTK/NEK2/RANGRF/KIF15/NEK6/KIF4A/CHMP4C/PRICKLE1/ARHGEF10",26
"GO:0051782","GO:0051782","negative regulation of cell division","8/1488","17/18805",0.470588235294118,5.9471853257432,5.98181011837201,1.91586123811954e-05,0.00166708955916978,0.00136432542714573,"MYC/SUSD2/AURKB/ASPM/PTCH1/BLM/CHMP4C/E2F7",8
"GO:0048568","GO:0048568","embryonic organ development","62/1488","457/18805",0.135667396061269,1.71453318745441,4.53290270805492,2.02114073232168e-05,0.00173244943667514,0.00141781514058387,"EN1/FOXC1/FGFR2/AKT1/TGFB3/ZIC1/GATA3/PLK4/KCNQ4/SLC44A4/MYCN/NHERF1/MTHFD1L/TFAP2A/HOXC9/HOXB2/LRIG1/GLI3/KITLG/STIL/PTCH1/VANGL2/KRT8/FBN1/HOXB6/TBX3/RARA/ZEB1/MFAP5/VASH2/SPARC/EDNRA/HOXB3/ASCL2/MED1/MICAL2/PCGF2/FZD5/PRICKLE1/GATA2/SOX11/FOXC2/DLX5/TEAD4/SIX2/NES/KIT/EGFR/E2F7/HEY2/HOXB7/OSR1/PLS1/RSPO3/RDH10/COL2A1/COL11A1/PAX6/IGF2/SLITRK6/FOLR1/SIX1",62
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","32/1488","185/18805",0.172972972972973,2.18599244405696,4.75190999780158,2.13174561150405e-05,0.00177616725816859,0.0014535932636936,"SLC2A10/XBP1/PPARA/SPRED2/TGFB3/ZNF703/SPRY1/ITGA3/IL17RD/FBN1/TSC22D1/NPNT/HTRA1/FERMT1/ZEB1/TET1/HTRA3/MIR18A/THBS1/GDF15/SOX11/ASPN/PMEPA1/LRG1/CILP/DKK3/LOX/CDH3/TGFBR3/TGFB1I1/ONECUT2/FOLR1",32
"GO:0060348","GO:0060348","bone development","36/1488","219/18805",0.164383561643836,2.07744144940345,4.70124655660944,2.13399862116721e-05,0.00177616725816859,0.0014535932636936,"FOXP1/COL27A1/FOXC1/TMEM38B/FGFR2/TGFB3/ASXL1/ECM1/NAB1/TFAP2A/MSX2/GLI3/TTC9/ADAMTS12/COL1A1/FBN1/ITGB6/GREM1/RARA/LOC102724560/BNC2/COL3A1/COL13A1/CBS/SULF1/CCN4/CSGALNACT1/DLX5/LRRC17/PAPSS2/LOX/SFRP4/RYR1/OGN/COL2A1/GHR",36
"GO:0035272","GO:0035272","exocrine system development","14/1488","50/18805",0.28,3.5385752688172,5.26874004127745,2.20234192831503e-05,0.00180686424204474,0.0014787152947258,"TFCP2L1/XBP1/FOXC1/FGFR2/TGFB3/RAB26/SOX10/NTN4/SEMA3C/NFIB/WLS/EGFR/PAX6/IGF2",14
"GO:0007584","GO:0007584","response to nutrient","30/1488","169/18805",0.177514792899408,2.24339091429662,4.75953965278954,2.28762284063211e-05,0.00184359276653338,0.00150877346381802,"XBP1/PPARA/SREBF1/SFRP1/TYMS/HMGCS2/CPT1A/TNC/SLC16A1/PIM1/POSTN/NQO1/KYNU/COL1A1/SOD2/KANK2/RARA/LOC102724560/NFKBIZ/CBS/MED1/BRIP1/RPS6KB1/SFRP2/EGFR/MAP1B/IGFBP2/AQP3/STC2/FOLR1",30
"GO:0007409","GO:0007409","axonogenesis","62/1488","459/18805",0.135076252723312,1.70706245461147,4.49555880762365,2.31131254031697e-05,0.00184359276653338,0.00150877346381802,"ERBB2/RGMA/FGFR2/ALCAM/BCL11A/GATA3/SIAH1/NTN4/SEMA3C/TTC8/STMN1/BRAF/SLC9A6/GLI3/PRKG1/PTCH1/VANGL2/SEMA4B/TIAM2/RET/CHODL/PLEKHG4/KIF13B/THY1/CDH11/NDN/NFIB/EPHB1/MAP2/EDNRA/METRN/FN1/EPHB3/ETV1/UCHL1/NTRK2/PAK3/PRICKLE1/S100B/SLIT2/NR4A2/DLX5/CTTN/SEMA6D/PTK2/BOC/FLRT3/SEMA5A/LGR6/MAP1B/KIAA1755/SEMA6A/ANOS1/STXBP1/GFRA3/FGF13/DCLK1/LPAR3/FOXD1/EFNA5/PAX6/SLITRK6",62
"GO:0015718","GO:0015718","monocarboxylic acid transport","32/1488","186/18805",0.172043010752688,2.17423979650827,4.71764600208407,2.38292356974157e-05,0.00187467535082546,0.00153421106545005,"ABCC11/PPARA/ATP8B1/MFSD2A/ABCC3/AKT1/SLC16A2/FABP5/SLCO2A1/CROT/CRABP1/UCP2/CPT1A/NHERF1/SLC16A1/SLC16A6/IRS2/SLC16A5/SLC43A3/RBP7/CES1/SLC16A14/LYN/FABP7/SLC6A8/NMB/PLA2G4A/THBS1/RPS6KB1/SLCO4A1/ABCC4/PLA2G2A",32
"GO:0030010","GO:0030010","establishment of cell polarity","29/1488","162/18805",0.179012345679012,2.26231664011682,4.72996767872305,2.64466223928733e-05,0.00205247232976042,0.00167971790873654,"PHLDB2/PLK1/SPRY1/GATA3/GPSM2/LLGL2/IFT20/TTC8/FSCN1/NHERF1/KANK1/NDC80/SLC9A6/NDE1/MISP/MYO18A/MPP7/FERMT1/CENPA/SKA1/FRMD4A/EPHB1/FRMD4B/MAD2L1/PRICKLE1/PTK2/MAP1B/FGF13/PAX6",29
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","48/1488","329/18805",0.145896656534954,1.84380821649181,4.5261399725007,2.71204372075646e-05,0.00207670227844058,0.00169954739834071,"SLC2A10/RGMA/XBP1/PPARA/TFAP2B/SPRED2/TGFB3/SFRP1/ZNF703/SPRY1/ITGA3/IL17RD/MSX2/SORL1/TOB1/ACVR2A/TTK/FBN1/TSC22D1/NPNT/HTRA1/FERMT1/GREM1/ZEB1/TET1/HTRA3/MIR18A/SULF1/THBS1/GDF15/SOSTDC1/SOX11/SFRP2/PCSK6/ASPN/PMEPA1/LRG1/CILP/DKK3/LOX/CDH3/SFRP4/TGFBR3/TGFB1I1/DKK1/FOXD1/ONECUT2/FOLR1",48
"GO:0001657","GO:0001657","ureteric bud development","21/1488","100/18805",0.21,2.6539314516129,4.86103679094838,2.99458651026244e-05,0.00226288293795227,0.00185191534187283,"MYC/FOXC1/FGFR2/SFRP1/SPRY1/GATA3/SOX8/GLI3/PTCH1/RET/NPNT/GREM1/RARA/SLIT2/FOXC2/SDC1/SIX2/HOXB7/OSR1/FOXD1/SIX1",21
"GO:0097305","GO:0097305","response to alcohol","42/1488","276/18805",0.152173913043478,1.92313873305283,4.52882753365437,3.12801645659719e-05,0.00233301279353736,0.00190930874623465,"PPARA/FGFR2/AKT1/LRP6/ADCY3/SREBF1/SFRP1/FBP1/TYMS/GATA3/G6PD/TP53INP1/HMGCS2/CPT1A/KLF2/TNC/PTCH1/NQO1/SCNN1A/BCL2L1/SOD2/BLM/RARA/ABAT/GNRH1/CES1/RGS4/CTSK/INHBB/SLIT2/RPS6KB1/LRP8/FOS/FOSB/S100A8/TGFBR3/KCNMB1/PRKAA2/EFNA5/FKBP5/GHR/PAX6",42
"GO:0001755","GO:0001755","neural crest cell migration","15/1488","58/18805",0.258620689655172,3.26838848720801,5.07172620046724,3.19163858311462e-05,0.00234170353841367,0.00191642114409616,"SOX10/SEMA3C/SOX8/KITLG/SEMA4B/NRTN/RET/ERBB4/EDNRA/FN1/SEMA6D/SEMA5A/SEMA6A/PAX6/FOLR1",15
"GO:0060512","GO:0060512","prostate gland morphogenesis","10/1488","28/18805",0.357142857142857,4.51348886328725,5.45374405040422,3.25544127276389e-05,0.00234170353841367,0.00191642114409616,"FOXA1/AR/FGFR2/SFRP1/TNC/CRIP1/SULF1/MMP2/ID4/SERPINB5",10
"GO:0043583","GO:0043583","ear development","37/1488","232/18805",0.15948275862069,2.01550623377827,4.5622157047564,3.26199343675942e-05,0.00234170353841367,0.00191642114409616,"ADGRV1/ATP8B1/FGFR2/CCNA2/TGFB3/ZIC1/MCM2/GATA3/KCNQ4/SLC25A27/SLC44A4/MYCN/IFT20/TTC8/NHERF1/TFAP2A/LRIG1/GLI3/TBX3/ZEB1/LIN7A/SPARC/EDNRA/GATA2/MCOLN3/DLX5/SIX2/ROR1/HEY2/SOX2/OSR1/PLS1/RDH10/COL2A1/COL11A1/SLITRK6/SIX1",37
"GO:0022617","GO:0022617","extracellular matrix disassembly","16/1488","65/18805",0.246153846153846,3.11083540115798,4.99708242035764,3.4146204348833e-05,0.00239148355579692,0.00195716049316482,"MELTF/FGFR4/FSCN1/MMP7/TPSAB1/CTSV/FAP/ADAMTS15/CTSK/MMP2/MMP11/MMP10/MMP12/KLK7/MMP3/KLK5",16
"GO:0051784","GO:0051784","negative regulation of nuclear division","16/1488","65/18805",0.246153846153846,3.11083540115798,4.99708242035764,3.4146204348833e-05,0.00239148355579692,0.00195716049316482,"HORMAD1/CENPF/BUB1/AURKB/PLK1/CHEK1/CDC20/BIRC5/CDCA8/NDC80/MTBP/NUF2/TTK/SKA1/DUSP1/MAD2L1",16
"GO:0072163","GO:0072163","mesonephric epithelium development","21/1488","101/18805",0.207920792079208,2.62765490258703,4.80779596933218,3.50263839650926e-05,0.00239472051323246,0.00195980957899923,"MYC/FOXC1/FGFR2/SFRP1/SPRY1/GATA3/SOX8/GLI3/PTCH1/RET/NPNT/GREM1/RARA/SLIT2/FOXC2/SDC1/SIX2/HOXB7/OSR1/FOXD1/SIX1",21
"GO:0072164","GO:0072164","mesonephric tubule development","21/1488","101/18805",0.207920792079208,2.62765490258703,4.80779596933218,3.50263839650926e-05,0.00239472051323246,0.00195980957899923,"MYC/FOXC1/FGFR2/SFRP1/SPRY1/GATA3/SOX8/GLI3/PTCH1/RET/NPNT/GREM1/RARA/SLIT2/FOXC2/SDC1/SIX2/HOXB7/OSR1/FOXD1/SIX1",21
